index,study,version,doi,field_start,field_end,sample,n_participation,p_participation,access_panel,ostwest,wei4_mz,wei4_on,wei5_mz,wei5_on,lfdn,lfdn09,lfdn13,kpx_2280,kpx_2280flag,kpx_2291flag,kpx_2290s,kpx_2290flag,kp12_2601,kp12_010,kp12_011a,kp12_011b,kp12_011c,kp12_170,kp12_190aa,kp12_190ab,kp12_190ba,kp12_190bb,kp12_911,kp12_780,kp12_770,kp12_820,kp12_810,kp12_430a,kp12_430b,kp12_430c,kp12_430d,kp12_430e,kp12_430f,kp12_430i,kp12_730,kp12_731a,kp12_731b,kp12_731c,kp12_850a,kp12_850b,kp12_870a,kp12_870b,kp12_1285,kp12_2880bf,kp12_2880ar,kp12_2880u,kp12_2880ak,kp12_2880bt,kp12_1287,kp12_050a,kp12_050e,kp12_050h,kp12_050k,kp12_050l,kp12_050q,kp12_4380,kp12_4390aa,kp12_4390ab,kp12_4390ba,kp12_4390bb,kp12_4480,kp12_4490aa,kp12_4490ab,kp12_4490ba,kp12_4490bb,kp12_4580,kp12_4590aa,kp12_4590ab,kp12_4590ba,kp12_4590bb,kp12_4541,kp12_4542a,kp12_4542b,kp12_4542c,kp12_650y2,kp12_650z2,kp12_650a2,kp12_650b2,kp12_650c2,kp12_650a,kp12_650s,kp12_650v,kp12_650j1,kp12_650y,kp12_650c,kp12_650k1,kp12_650l1,kp12_650x1,kp12_650n1,kp12_650o1,kp12_650b1,kp12_650w,kp12_2880as,kp12_2880w,kp12_2880j,kp12_2880at,kp12_1290,kp12_1090,kp12_1130,kp12_1490a,kp12_1490b,kp12_1490c,kp12_1490d,kp12_1490e,kp12_1490f,kp12_1490i,kp12_1500,kp12_020,kp12_160a,kp12_160b,kp12_160j,kp12_160k,kp12_160o,kp12_160p,kp12_160q,kp12_050c,kp12_050g,kp12_050j,kp12_060e,kp12_060f,kp12_060g,kp12_060i,kp12_060j,kp12_060k,kp12_5021,kp12_5020,kp12_060b,kp12_060d,kp12_060h,kp12_2250,kp12_2270,kp12_1570g,kp12_1570h,kp12_1570i,kp12_2090a,kp12_2090b,kp12_2100,kp12_2095a,kp12_2095b,kp12_2101,kp12_1631,kp12_4240,kp12_participation,kp12_interrupt,kp12_dispcode,kp12_intstatus,kp12_group,kp12_modus,kp12_speederindex,kp12_lastpage,kp12_duration,kp12_device,kp12_smartphone,kp12_tablet,kp12_datetime,kp12_date_of_last_access,p_numinv2,p_numcpl2,p_numstr2,p_numinv3,p_numcpl3,p_numstr3,p_numinv2_2,p_numcpl2_2,p_numstr2_2,p_numinv3_2,p_numcpl3_2,p_numstr3_2,filename,wave_number,education_level,leaning_party,education_clause,gender,age,age_group,first_most_imp,kp12_840_c1,kp12_840_c1_str
2004,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-1-1-1-1-1-1-1-0-1-1-1,0,Westdeutschland,,,,,13827,-97,-97,1,1,1,1983,1,5,1,1,1,1,1,801,120,801,120,1,5,1,5,1,2,1,3,3,1,1,1,1,2,1,3,801,120,801,120,-98,2,3,3,4,3,2,1,2,1,2,1,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,5,3,4,1,6,9,10,3,6,1,1,11,7,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,5,4,1,5,5,2,3,3,801,120,1,808,808,-97,8,1,1,0,31,1,1,0,1.0723281,136629,952,11,0,0,2019-11-07 11:26:04,2019-11-07 11:41:57,35,19,39,35,19,39,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,eine Kleinpartei,mit einem Hauptschulabschluss,männlich,36.0,35-44,zu viel steuer abzug vom gehalt und für Wohneigentum und das man zu wenig verdint und das die Familien mit Kinder nicht unterstüzt werden,55.0,
2655,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Ostdeutschland,0.8042218,0.98768264,0.7942136,0.98251975,10048,969,1538,1,2,2,1984,2,11,2,2,1,3,1,6,6,7,7,1,2,2,2,2,8,1,8,8,11,11,1,5,9,1,9,7,7,6,6,2,-97,4,1,1,5,3,2,2,2,4,4,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,11,9,-71,1,11,1,4,-71,6,11,8,6,6,5,5,5,5,7,4,1,1,6,1,1,1,1,11,1,2,4,5,5,3,2,4,4,3,4,3,3,3,3,4,4,4,4,4,3,2,2,3,3,5,2,3,7,7,1,6,6,3,8,1,1,0,31,1,1,0,0.92899895,136629,736,11,0,0,2019-11-09 16:26:34,2019-11-09 16:38:50,239,58,159,59,11,50,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,Die Linke,mit einem Realschulabschluss,männlich,35.0,35-44,Kriminalität,17.0,Kriminalität und Gewalt
870,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,2.1197045,1.2244865,2.1139138,1.2176006,12461,-97,-97,2,1,1,1957,1,5,2,2,2,2,1,6,6,6,6,1,4,4,1,2,4,1,4,1,8,6,1,3,4,1,4,808,808,809,809,1,3,1,1,4,5,1,1,1,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,6,1,6,1,7,1,1,9,1,1,1,3,7,3,5,4,5,1,4,4,7,9,5,6,6,1,11,5,2,2,4,2,2,1,3,4,3,4,5,1,1,1,5,3,3,5,5,2,3,1,3,4,4,4,3,6,6,2,808,808,-97,8,1,1,0,31,1,1,0,1.2312832,136629,990,11,0,0,2019-11-05 15:45:05,2019-11-05 16:01:35,74,20,56,48,11,35,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,die Grünen,mit einem Hauptschulabschluss,weiblich,62.0,55+,das erstarken der AFD,12.0,Parteienkritik spezifisch
5521,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,2.1197045,1.2244865,2.1139138,1.2176006,3523,-97,-97,2,1,1,1955 und frueher,1,5,3,2,2,2,1,6,6,1,1,4,2,4,2,2,6,9,4,8,10,6,2,4,5,7,4,6,6,6,6,1,5,1,5,5,5,2,1,1,1,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,7,8,7,3,6,9,8,9,9,1,8,9,8,1,1,5,5,1,4,7,5,-98,9,-98,-98,4,11,6,2,4,4,4,3,3,4,4,5,5,5,1,1,5,5,5,5,5,5,3,3,3,3,3,3,5,5,808,808,-97,-97,-97,-97,7,2,1,0,31,1,1,0,0.9972947,136629,725,7,0,1,2019-11-05 19:05:34,2019-11-05 19:17:39,235,73,207,58,25,53,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,keine Partei,mit einem Hauptschulabschluss,weiblich,64.0,55+,klimaschutz,46.0,Klimapolitik
6037,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Ostdeutschland,0.74314857,0.34072584,0.75765705,0.34363058,15839,-97,-97,2,1,1,1955 und frueher,1,16,2,2,1,2,1,7,7,7,7,8,2,2,2,1,1,1,6,8,1,11,6,1,1,1,1,7,7,7,7,2,-97,1,5,1,5,1,1,1,3,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,7,7,7,7,9,11,6,3,11,1,8,8,1,1,8,11,8,11,8,8,1,3,1,1,1,1,4,2,4,5,6,4,5,10,10,6,6,4,1,8,5,5,1,3,1,4,1,1,4,5,5,5,2,3,4,5,5,3,1,3,1,4,1,4,4,4,5,4,7,7,2,5,5,3,8,1,1,0,31,1,1,0,1.4338226,136629,1572,11,0,0,2019-11-05 15:39:41,2019-11-05 16:05:53,33,9,22,33,9,22,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,4.0,Die Linke,mit Fachhochschulreife,weiblich,64.0,55+,fehlende Demokratie,5.0,Demokratie
6065,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.8674425,0.48938885,0.92239845,0.5176974,5992,-97,3177,2,2,2,1955 und frueher,2,8,3,3,2,3,1,6,6,4,4,1,3,2,3,2,8,4,9,5,10,1,1,8,7,4,8,4,4,809,809,1,3,2,1,3,5,1,3,3,2,5,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,7,6,5,1,6,5,3,9,6,4,8,7,10,4,1,5,4,5,4,7,7,8,4,4,4,10,11,5,2,3,5,3,4,3,4,4,4,3,4,1,1,2,5,4,4,3,4,2,4,3,3,3,4,4,3,6,6,3,4,4,2,4,2,1,0,31,1,1,0,1.3942425,136629,1526,11,0,0,2019-11-07 13:11:45,2019-11-07 13:37:11,211,28,128,45,12,41,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die Grünen,mit einem Realschulabschluss,weiblich,64.0,55+,Erneuerbare Energien,44.0,Energiepolitik
9094,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,5,1-0-0-0-0-0-0-0-1-1-1-1,0,Westdeutschland,,,,,15729,-97,-97,2,1,1,1998,1,15,2,2,3,2,1,6,6,7,7,1,2,3,2,2,4,2,6,5,10,10,1,7,4,3,7,6,6,6,6,1,5,1,1,4,4,2,4,3,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,8,6,8,1,8,3,4,8,1,4,6,-71,8,4,4,4,3,2,6,2,6,7,6,5,3,1,11,3,2,3,4,3,3,4,4,4,4,4,3,1,1,2,3,2,3,5,5,3,3,2,3,3,4,4,2,6,6,2,7,7,3,8,2,1,0,31,1,1,0,1.0132661,136629,825,10,0,0,2019-11-05 21:35:02,2019-11-05 21:48:47,168,38,100,69,17,38,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die Grünen,mit Abitur,weiblich,21.0,18-24,Klimaschutz,46.0,Klimapolitik
2227,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.8034237,1.1006958,0.80161214,1.1051127,3187,-97,-97,1,1,1,1974,1,3,2,2,3,3,1,1,1,1,1,1,3,3,2,3,9,6,7,5,3,2,1,8,9,6,8,1,1,1,1,1,3,5,5,3,5,2,2,1,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,9,4,3,1,7,6,6,3,8,4,6,7,4,2,1,4,4,4,4,5,6,7,6,6,4,1,11,6,3,3,4,5,3,2,4,5,5,5,5,2,2,1,4,4,5,4,3,1,4,3,4,4,4,4,4,1,2,3,4,4,3,8,1,1,0,31,1,1,0,0.586689,136629,420,11,0,0,2019-11-05 16:39:59,2019-11-05 16:46:59,222,85,236,49,14,56,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die CDU/CSU,mit einem Realschulabschluss,männlich,45.0,45-54,Rente,35.0,Rente und Demographischer Wandel
8688,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Ostdeutschland,0.6046202,0.60983276,0.62463474,0.62834775,6596,-97,-97,2,1,1,1962,1,16,3,3,3,4,3,-98,-98,-98,-98,6,2,2,2,2,5,4,3,2,1,6,6,5,6,6,6,808,808,809,809,2,-97,5,5,1,5,5,1,1,5,3,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,2,-97,-97,-97,-97,5,6,6,3,6,6,6,-71,-71,5,4,-71,-71,8,6,-71,-71,-71,6,4,-71,6,5,1,4,4,7,4,7,-98,-98,4,-98,5,1,10,6,4,3,4,3,3,3,3,4,4,5,5,2,3,3,3,4,4,4,1,2,4,3,4,4,4,4,5,808,808,-97,-97,-97,-97,8,2,1,0,31,1,1,0,1.0653336,136629,833,6,0,1,2019-11-05 16:13:50,2019-11-05 16:27:43,47,26,70,34,19,55,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,57.0,55+,dass die Deutschen alleine für den Klimawandel abgezockt werden,46.0,Klimapolitik
3879,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Ostdeutschland,1.2667738,1.4870936,1.2556553,1.4865313,1510,-97,-97,1,1,1,1958,1,11,5,4,3,5,2,7,7,7,7,1,5,1,5,1,1,1,-99,8,7,10,1,3,3,3,3,7,7,7,7,1,3,5,3,1,5,2,1,1,2,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,3,1,1,11,2,2,2,2,1,3,3,2,5,1,3,5,2,4,7,9,9,2,2,2,1,11,3,5,2,2,4,3,-99,3,5,5,5,4,3,5,5,5,5,5,4,4,3,3,4,5,5,4,4,5,7,7,1,808,808,-97,8,1,1,0,31,1,1,0,0.99734354,136629,733,11,0,0,2019-11-07 12:21:38,2019-11-07 12:33:51,215,62,232,52,12,47,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,Die Linke,mit einem Hauptschulabschluss,männlich,61.0,55+,rente,35.0,Rente und Demographischer Wandel
3919,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.5178848,0.66235065,0.5530042,0.7109033,972,-97,-97,1,1,1,1970,1,4,3,3,2,3,1,6,6,7,7,1,3,2,2,1,5,5,4,6,11,9,1,3,2,4,2,6,6,6,6,1,5,3,1,1,5,2,2,1,3,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,5,7,6,1,10,5,7,10,8,5,6,-71,7,4,3,5,4,3,5,4,6,5,5,5,2,1,11,3,2,3,4,3,2,2,2,5,4,4,3,1,1,1,3,4,4,2,1,4,3,1,2,3,3,4,4,6,6,1,7,7,2,8,1,1,0,31,1,1,0,1.0597061,136629,780,11,0,0,2019-11-06 11:52:06,2019-11-06 12:05:06,215,90,245,56,20,59,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die Grünen,mit einem Realschulabschluss,männlich,49.0,45-54,Rechtsradikallismus / Rente / Steuern für Großunternehmen,19.0,Radikalisierung und Extremismus
5925,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,9,0-0-0-0-a1-1-1-1-1-1-1-1-1,0,Westdeutschland,,,1.2673523,1.6720121,21021,-97,-97,1,3,3,1960,3,3,1,1,1,1,1,801,180,322,322,11,4,1,2,4,1,8,1,1,1,8,8,1,1,9,1,322,322,7,7,1,5,3,2,1,3,1,1,1,5,5,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,6,1,11,9,10,1,8,1,7,1,1,3,1,4,5,2,4,7,3,6,3,5,1,6,8,6,5,1,1,3,1,1,1,4,5,5,5,1,1,4,3,5,5,1,5,3,5,1,5,5,1,3,3,1,3,3,322,322,3,8,2,1,0,31,1,1,0,1.0484529,136629,792,11,0,0,2019-11-05 16:20:02,2019-11-05 16:33:14,-99,-99,-99,-99,-99,-99,150,70,176,56,30,74,ZA6838_w12_sA_v6-0-0.dta,12,2.0,die CDU/CSU,mit einem Hauptschulabschluss,männlich,59.0,55+,Einwanderung,36.0,Migration und Integration
3923,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,10,1-1-1-1-0-1-1-1-1-1-0-1,0,Westdeutschland,,,,,9182,-97,-97,2,1,1,1967,1,3,2,2,3,2,1,1,1,1,1,1,2,3,2,2,11,10,6,8,8,1,1,8,9,8,6,1,1,1,1,1,4,2,1,3,5,2,2,2,5,5,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,11,8,-71,-71,6,3,8,-71,9,7,6,-71,5,3,1,4,4,3,2,4,6,6,4,5,6,1,11,6,2,3,3,3,4,2,3,4,4,3,4,1,1,1,5,4,3,4,5,3,3,2,3,3,3,4,3,1,2,2,808,808,-97,8,1,1,0,31,1,1,0,1.215453,136629,964,11,0,0,2019-11-05 17:45:24,2019-11-05 18:01:28,157,55,121,45,11,28,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die CDU/CSU,mit einem Realschulabschluss,weiblich,52.0,45-54,Umweltpolitik,45.0,Umweltpolitik
7663,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-1-1-1-1-1-0-1-1-1-1-1,0,Westdeutschland,,,,,13032,-97,-97,2,1,1,1973,1,5,5,5,5,5,1,322,322,322,322,5,5,3,3,3,1,1,5,1,1,1,7,1,6,6,6,322,322,808,808,1,5,1,3,2,5,2,1,1,1,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,-71,-71,5,5,5,-71,-71,5,-71,7,6,1,5,-99,5,4,1,7,3,3,3,3,1,1,11,10,4,2,3,4,1,3,2,4,2,5,5,4,3,5,5,5,5,5,5,4,2,5,5,4,5,5,4,808,808,-97,-97,-97,-97,8,1,1,0,31,1,1,0,0.5282017,136629,356,11,0,0,2019-11-06 14:45:41,2019-11-06 14:51:37,55,21,56,45,17,45,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,46.0,45-54,fLÜCHTLINGE,36.0,Migration und Integration
7354,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.80198616,0.8762763,0.7576525,0.82024354,15990,-97,-97,2,1,1,1981,1,8,4,4,4,4,2,5,5,5,5,5,3,4,2,2,7,8,6,7,4,1,3,6,7,8,6,1,2,6,6,1,4,2,2,3,4,2,1,2,2,2,4,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,8,9,-71,3,5,8,6,-71,6,3,6,-71,4,4,4,3,4,4,4,5,6,7,3,6,2,1,10,7,3,3,3,2,1,2,2,3,3,3,4,2,2,3,2,3,3,4,4,2,3,3,3,3,3,4,4,5,5,3,1,3,3,8,2,1,0,31,1,1,0,1.5107877,136629,3863,11,0,0,2019-11-06 19:06:05,2019-11-06 20:10:28,144,75,182,45,21,54,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die FDP,mit Abitur,weiblich,38.0,35-44,soziale Ungerechtigkeit,30.0,Soziale Gerechtigkeit
8637,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-1-1-1-1-1-1-1-0-1-1-1,0,Ostdeutschland,,,,,14843,-97,-97,2,1,1,1955 und frueher,1,14,2,2,3,4,1,322,322,322,322,9,3,2,2,2,3,3,2,1,1,4,-99,3,4,4,4,808,808,808,808,1,4,3,2,1,3,5,1,1,3,4,4,4,-97,-97,-97,-97,-97,1,322,322,322,322,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,11,5,-71,6,1,5,1,1,7,1,6,-71,-71,4,2,4,4,4,1,7,9,9,5,5,3,1,9,9,4,1,1,5,2,2,1,5,3,5,4,1,3,1,5,5,5,5,5,3,4,2,5,4,4,4,4,808,808,-97,-97,-97,-97,8,3,1,0,31,1,1,0,1.4081218,136629,1349,11,0,0,2019-11-07 18:40:08,2019-11-07 19:02:37,193,45,160,43,15,38,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,64.0,55+,Uneinigkeit und Postenneid innerhalb der Regierung,3.0,Politische Strukturen und Prozesse
6478,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.5178848,0.66235065,0.5530042,0.7109033,16515,-97,-97,1,1,1,1969,1,6,1,1,1,2,1,5,5,5,5,8,3,3,2,2,8,10,3,9,2,4,7,4,7,9,4,1,3,322,322,1,4,2,1,3,3,2,2,2,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,8,10,7,4,7,9,10,2,7,7,7,3,4,4,3,3,4,3,3,6,7,9,3,6,2,2,11,9,2,3,3,4,3,4,3,4,4,4,4,2,2,3,5,5,3,3,3,3,3,4,4,4,5,4,4,1,3,2,5,5,2,8,1,1,0,31,1,1,0,0.7041301,136629,504,11,0,0,2019-11-13 13:46:13,2019-11-13 13:54:37,291,101,260,88,34,90,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die CDU/CSU,mit einem Realschulabschluss,männlich,50.0,45-54,Terrorismus,18.0,Terrorismus
8946,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.8674425,0.48938885,0.92239845,0.5176974,12964,-97,-97,2,1,1,1955 und frueher,1,5,3,3,3,3,1,4,4,6,6,1,2,3,3,3,3,3,3,2,6,3,1,3,4,1,4,808,808,808,808,1,3,2,2,3,4,1,1,1,3,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,3,3,3,1,3,2,2,6,1,1,3,3,6,2,3,4,3,2,4,2,6,6,5,6,4,4,11,5,3,3,5,2,4,4,4,4,3,5,4,1,1,1,3,3,3,4,3,1,3,1,4,3,4,4,4,6,6,3,4,4,3,8,2,1,0,31,1,1,0,1.5994322,136629,2000,11,0,0,2019-11-05 19:18:11,2019-11-05 19:51:31,33,7,28,33,7,28,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die Grünen,mit einem Realschulabschluss,weiblich,64.0,55+,Aussenpolitik,21.0,Außenpolitik
4731,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,5,1-1-0-0-0-0-0-0-0-1-1-1,0,Westdeutschland,,,,,6350,-97,-97,1,1,1,1955 und frueher,1,3,2,2,1,3,1,4,4,4,4,1,2,4,1,2,9,7,9,3,7,7,1,9,8,3,9,6,6,1,1,1,5,3,1,5,5,2,1,3,4,5,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,11,1,5,1,2,1,3,11,1,9,9,5,8,5,2,4,5,1,6,3,11,11,3,8,3,1,11,3,1,5,4,4,4,2,4,5,4,5,5,1,1,1,3,2,4,3,4,1,3,1,2,3,4,2,3,4,4,2,6,6,3,6,1,1,0,31,1,1,0,1.1035708,136629,842,11,0,0,2019-11-05 16:33:35,2019-11-05 16:47:37,58,20,56,28,7,27,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die SPD,mit einem Realschulabschluss,männlich,64.0,55+,Integration der geflüchteten Asylsuchenden,36.0,Migration und Integration
8449,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.44323775,0.5139124,0.45846897,0.53075224,11574,-97,4661,1,2,2,1963,2,5,2,2,3,3,1,6,6,6,6,1,2,3,2,3,5,4,5,4,7,4,1,6,5,3,7,6,6,4,4,1,5,3,2,5,5,2,3,2,4,4,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,6,4,5,1,6,4,4,8,4,5,5,7,6,4,5,5,5,2,5,2,8,9,5,9,3,2,10,5,2,4,4,3,3,3,4,3,5,5,5,1,1,1,3,2,2,4,5,1,1,3,3,3,5,5,5,6,6,3,808,808,-97,8,2,1,0,31,1,1,0,0.9086286,136629,656,11,0,0,2019-11-09 16:07:48,2019-11-09 16:18:44,161,21,97,45,7,29,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die Grünen,mit Abitur,männlich,56.0,55+,klimawandel,46.0,Klimapolitik
3813,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.44323775,0.5139124,0.45846897,0.53075224,11992,-97,-97,1,1,1,1960,1,6,2,2,2,2,1,1,1,1,1,1,2,2,2,3,10,9,9,8,10,3,1,8,7,7,9,808,808,5,5,1,4,5,5,5,3,1,3,3,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,10,8,5,2,1,6,9,10,10,8,10,9,9,4,5,3,4,3,5,2,7,8,4,7,5,2,11,8,2,5,5,4,3,3,4,4,4,5,4,1,2,2,4,4,4,5,3,1,3,4,2,2,4,4,4,1,2,2,5,5,3,8,1,1,0,31,1,1,0,0.9153174,136629,687,11,0,0,2019-11-08 09:18:52,2019-11-08 09:30:19,201,39,177,46,6,46,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die CDU/CSU,mit Abitur,männlich,59.0,55+,Zersplitterung der Parteienlandschaft,11.0,Parteienkritik allgemein
